contact_id,daysmart_id,first_name,last_name,email,phone,last_appointment_date,primary_service,total_appointments,lifetime_spend,loyalty_points,sms_opt_in,email_opt_in,notes,zerobounce_status,data_status,import_date
DS-207010,DS-207010,Linda,Hurst,christinetate@example.com,(541) 632-3247,2019-03-27,Consultation,54,4885.38,161,No,Yes,,valid,LIVE,2026-04-14
DS-207011,DS-207011,Deborah,Cook,gibsonana@example.com,(397) 632-8752,2024-07-18,Consultation,68,388.43,468,No,Yes,Prefers afternoons,valid,LIVE,2026-04-14
DS-207012,DS-207012,Mark,Cook,meltoncalvin@example.com,(702) 141-6625,2021-01-23,Manicure,75,3030.49,1832,Yes,Yes,Allergic to latex,catch-all,LIVE,2026-04-14
DS-207013,DS-207013,Lisa,Rivera,harmonsteven@example.org,(321) 157-1440,2025-11-02,Manicure,62,3867.74,878,Yes,No,Long-time client,valid,LIVE,2026-04-14
DS-207014,DS-207014,Charles,Eaton,bailey28@example.com,(156) 631-1608,2025-08-30,Keratin Treatment,13,1602.85,1971,Yes,No,First-time visitor,valid,LIVE,2026-04-14
DS-207016,DS-207016,Gregory,Wang,smithbrett@example.org,(153) 148-3410,2024-11-20,Haircut,22,4119.85,1355,No,Yes,Long-time client,valid,LIVE,2026-04-14
DS-207018,DS-207018,Michael,Webb,katrina22@example.com,(339) 312-0897,2022-07-07,Keratin Treatment,15,1031.81,785,No,No,Long-time client,catch-all,LIVE,2026-04-14
DS-207019,DS-207019,Kimberly,Bowman,dicksonstephen@example.com,(605) 195-7611,2020-03-20,Massage,1,380.32,1681,No,Yes,Allergic to latex,valid,LIVE,2026-04-14
DS-207021,DS-207021,James,Richard,kristophervargas@example.com,(033) 714-4713,2022-05-16,Consultation,26,2975.53,1725,Yes,No,Long-time client,valid,LIVE,2026-04-14
DS-207022,DS-207022,Ronnie,Koch,qsherman@example.com,(524) 342-3288,2025-02-28,Manicure,79,114.13,801,No,No,Referred by friend,valid,LIVE,2026-04-14
DS-207023,DS-207023,Christopher,Wright,christian78@example.com,(848) 609-5444,2023-02-19,Blowout,13,3322.13,311,Yes,Yes,Prefers afternoons,valid,LIVE,2026-04-14
DS-207025,DS-207025,Barbara,Ramirez,david14@example.net,(048) 357-3827,2026-03-26,Highlights,3,3565.01,1982,No,No,Prefers afternoons,valid,LIVE,2026-04-14
DS-207027,DS-207027,Jared,Gonzalez,cookvalerie@example.com,(898) 592-3949,2023-11-06,Manicure,39,4871.29,313,Yes,No,,valid,LIVE,2026-04-14
DS-207028,DS-207028,Kathleen,Rogers,steven64@example.net,(292) 201-2233,2024-11-13,Highlights,56,2925.66,929,Yes,No,,valid,LIVE,2026-04-14
DS-207031,DS-207031,Michael,Gonzalez,tmoses@example.org,(166) 564-3376,2019-04-08,Pedicure,40,2308.08,130,Yes,No,Referred by friend,valid,LIVE,2026-04-14
DS-207032,DS-207032,John,Bryan,jonathan04@example.net,(877) 295-5254,2024-05-06,Highlights,5,750.48,8,Yes,Yes,,valid,LIVE,2026-04-14
DS-207033,DS-207033,Robert,Schultz,wroberts@example.org,(078) 094-4750,2026-03-20,Highlights,74,3578.0,980,Yes,Yes,First-time visitor,valid,LIVE,2026-04-14
DS-207035,DS-207035,Stephanie,Hayes,brenthutchinson@example.net,(157) 085-0371,2020-08-18,Facial,52,468.71,1846,No,No,Allergic to latex,valid,LIVE,2026-04-14
DS-207036,DS-207036,Brenda,Mcguire,jacqueline82@example.com,(993) 704-2689,2024-12-14,Facial,8,697.51,305,Yes,No,,valid,LIVE,2026-04-14
DS-207037,DS-207037,Tabitha,Stark,rachelmorgan@example.org,(127) 209-3701,2025-12-18,Consultation,11,1368.07,679,No,No,Allergic to latex,valid,LIVE,2026-04-14
DS-207040,DS-207040,Jordan,Thompson,jasmine73@example.org,(351) 744-4016,2023-12-18,Highlights,28,2439.36,22,Yes,Yes,Long-time client,valid,LIVE,2026-04-14
DS-207041,DS-207041,Alicia,Cunningham,johngilbert@example.org,(200) 052-6647,2026-03-01,Manicure,31,447.81,1086,Yes,No,First-time visitor,catch-all,LIVE,2026-04-14
DS-207042,DS-207042,Robert,Smith,erika56@example.net,(203) 088-2490,2023-10-23,Color Treatment,48,728.39,1047,No,No,Referred by friend,valid,LIVE,2026-04-14
DS-207043,DS-207043,Rachel,Wagner,wjarvis@example.com,(523) 255-4747,2020-07-22,Manicure,15,440.53,836,Yes,No,Prefers afternoons,valid,LIVE,2026-04-14
DS-207044,DS-207044,Guy,Hart,bakerstephanie@example.org,(519) 991-3867,2025-11-04,Pedicure,39,3161.04,456,Yes,Yes,Allergic to latex,valid,LIVE,2026-04-14
DS-207047,DS-207047,Brooke,Clay,elaine58@example.org,(998) 564-1913,2021-10-07,Blowout,7,4019.82,1757,Yes,Yes,Long-time client,valid,LIVE,2026-04-14
DS-207051,DS-207051,Robert,Villa,cochrantravis@example.com,(800) 025-2226,2023-04-17,Massage,80,732.68,1413,No,Yes,,valid,LIVE,2026-04-14
DS-207053,DS-207053,Kevin,Kim,whale@example.com,(829) 513-3491,2019-05-07,Haircut,68,2072.96,1693,No,Yes,First-time visitor,valid,LIVE,2026-04-14
DS-207055,DS-207055,Christy,Washington,mayojennifer@example.net,(311) 077-0139,2023-03-05,Facial,36,64.76,163,No,Yes,First-time visitor,valid,LIVE,2026-04-14
DS-207057,DS-207057,Mary,Ortega,rebecca55@example.com,(379) 489-6993,2025-08-09,Manicure,52,3446.54,1239,Yes,No,Allergic to latex,valid,LIVE,2026-04-14
DS-207059,DS-207059,John,Hamilton,ocarter@example.net,(665) 122-5066,2022-06-29,Manicure,22,3098.17,628,Yes,Yes,,valid,LIVE,2026-04-14
DS-207060,DS-207060,Victor,Turner,zoe21@example.org,(671) 701-8366,2024-10-08,Pedicure,47,4114.51,768,No,Yes,Long-time client,valid,LIVE,2026-04-14
DS-207061,DS-207061,Leslie,Henderson,jenniferwilliams@example.org,(470) 688-3903,2021-01-15,Keratin Treatment,59,580.0,888,Yes,No,Long-time client,valid,LIVE,2026-04-14
DS-207062,DS-207062,Michael,Rogers,cindypalmer@example.net,(466) 787-2297,2020-06-12,Color Treatment,53,4228.29,239,Yes,No,Prefers afternoons,valid,LIVE,2026-04-14
DS-207063,DS-207063,Mark,Nelson,zachary09@example.net,(981) 092-9712,2019-02-10,Manicure,13,2100.25,1361,No,Yes,Allergic to latex,valid,LIVE,2026-04-14
DS-207068,DS-207068,James,Strickland,bradleygibson@example.net,(389) 904-8662,2020-10-26,Consultation,18,4547.15,1773,Yes,Yes,Allergic to latex,unknown,LIVE,2026-04-14
DS-207069,DS-207069,Jennifer,Trevino,amandaburns@example.com,(423) 777-9376,2024-11-02,Haircut,64,2879.51,1087,Yes,No,Prefers afternoons,valid,LIVE,2026-04-14
DS-207070,DS-207070,Nicole,Clark,andrew24@example.net,(248) 351-8159,2021-09-20,Pedicure,18,2508.44,631,Yes,Yes,,valid,LIVE,2026-04-14
DS-207071,DS-207071,Richard,Torres,atate@example.com,(850) 141-3400,2021-03-16,Facial,62,4287.66,1764,Yes,Yes,Prefers afternoons,valid,LIVE,2026-04-14
DS-207073,DS-207073,Christopher,Miranda,ronaldanderson@example.org,(523) 623-0675,2025-11-17,Consultation,31,2593.84,61,No,Yes,Prefers afternoons,do_not_mail,LIVE,2026-04-14
DS-207077,DS-207077,Latoya,Marshall,ericsimon@example.net,(499) 408-9797,2019-03-20,Highlights,38,1231.33,1497,Yes,Yes,Referred by friend,valid,LIVE,2026-04-14
DS-207079,DS-207079,Laura,Johnson,ericacalderon@example.com,(537) 221-8458,2026-03-15,Highlights,49,2995.81,815,No,No,Prefers afternoons,valid,LIVE,2026-04-14
DS-207080,DS-207080,Cody,Fox,zbell@example.com,(768) 797-4965,2019-08-05,Highlights,27,298.81,1946,Yes,No,Prefers afternoons,valid,LIVE,2026-04-14
DS-207082,DS-207082,Richard,Molina,keithfreeman@example.com,(097) 663-0250,2022-02-13,Massage,69,398.41,626,No,Yes,,valid,LIVE,2026-04-14
DS-207083,DS-207083,Jason,Ray,brownwhitney@example.org,(478) 322-8811,2021-07-09,Facial,46,340.17,1456,Yes,Yes,First-time visitor,valid,LIVE,2026-04-14
DS-207084,DS-207084,Craig,Hamilton,kayleenguyen@example.net,(980) 437-3679,2020-03-22,Pedicure,5,3641.61,1501,Yes,Yes,Long-time client,valid,LIVE,2026-04-14
DS-207085,DS-207085,Amanda,Johnson,rebecca79@example.com,(296) 906-8587,2022-07-23,Highlights,14,3171.87,812,Yes,No,Referred by friend,valid,LIVE,2026-04-14
DS-207086,DS-207086,Megan,Klein,kathleen63@example.net,(293) 258-8476,2024-07-03,Massage,38,1799.07,852,No,Yes,Referred by friend,unknown,LIVE,2026-04-14
DS-207087,DS-207087,Michelle,Robbins,seanleach@example.com,(597) 468-3336,2025-04-01,Pedicure,69,1798.1,1021,Yes,Yes,Prefers afternoons,do_not_mail,LIVE,2026-04-14
DS-207088,DS-207088,Brady,Roman,heather24@example.com,(414) 189-1178,2020-05-10,Haircut,3,2150.86,617,No,No,Long-time client,valid,LIVE,2026-04-14
DS-207093,DS-207093,Christina,Stewart,dconrad@example.org,(274) 746-1200,2022-12-22,Color Treatment,42,3709.31,292,Yes,No,Prefers afternoons,valid,LIVE,2026-04-14
DS-207095,DS-207095,Colton,Patton,saraterry@example.org,(604) 150-0241,2022-11-16,Massage,36,534.13,1945,Yes,No,Referred by friend,valid,LIVE,2026-04-14
DS-207098,DS-207098,Madison,Reynolds,martinezamy@example.org,(305) 802-3923,2020-05-23,Haircut,42,2456.63,88,No,No,,valid,LIVE,2026-04-14
DS-207100,DS-207100,Benjamin,Gallegos,suzanneproctor@example.org,(395) 384-8642,2024-10-25,Manicure,20,1750.79,1550,Yes,No,Referred by friend,valid,LIVE,2026-04-14
DS-207101,DS-207101,Lawrence,Bernard,jonathanhuerta@example.org,(504) 065-8443,2024-07-27,Color Treatment,55,2123.89,579,No,No,Prefers afternoons,valid,LIVE,2026-04-14
DS-207103,DS-207103,Jessica,Thompson,paulstephenson@example.net,(522) 349-9367,2022-11-07,Haircut,7,3352.86,964,Yes,No,First-time visitor,valid,LIVE,2026-04-14
DS-207104,DS-207104,Kendra,Reyes,taylor25@example.org,(942) 669-2481,2021-10-06,Pedicure,29,176.94,1656,No,Yes,Referred by friend,valid,LIVE,2026-04-14
DS-207105,DS-207105,Samuel,Garcia,chelsea70@example.net,(820) 378-2081,2020-09-26,Facial,11,2696.34,503,Yes,Yes,,unknown,LIVE,2026-04-14
DS-207108,DS-207108,David,Gonzalez,ethan16@example.net,(761) 269-1786,2024-10-02,Highlights,73,670.96,60,No,Yes,Referred by friend,valid,LIVE,2026-04-14
DS-207109,DS-207109,Thomas,Davidson,clinejoseph@example.org,(491) 934-9784,2024-02-15,Facial,72,1756.51,399,No,No,Referred by friend,unknown,LIVE,2026-04-14
DS-207110,DS-207110,Sarah,Sullivan,angelabarnett@example.net,(504) 780-7830,2019-03-31,Highlights,37,329.5,16,Yes,No,Prefers afternoons,valid,LIVE,2026-04-14
DS-207111,DS-207111,Kimberly,Jones,starkmonica@example.org,(941) 198-1625,2020-04-18,Color Treatment,78,3579.67,839,No,Yes,Allergic to latex,valid,LIVE,2026-04-14
DS-207112,DS-207112,Brian,Howell,turnerwanda@example.com,(040) 842-6780,2022-03-28,Highlights,47,2232.19,1697,Yes,Yes,,valid,LIVE,2026-04-14
DS-207114,DS-207114,Olivia,Wagner,hollandangela@example.org,(765) 364-4816,2025-03-20,Manicure,59,907.42,871,Yes,No,,valid,LIVE,2026-04-14
DS-207117,DS-207117,Lisa,Salazar,timothyroberts@example.net,(376) 903-8660,2022-12-02,Pedicure,3,2722.18,1198,Yes,Yes,Prefers afternoons,valid,LIVE,2026-04-14
DS-207120,DS-207120,Jose,Guerrero,ramirezcharles@example.org,(593) 456-4151,2019-09-26,Facial,77,257.47,532,No,Yes,First-time visitor,valid,LIVE,2026-04-14
DS-207121,DS-207121,Lisa,Mays,michael33@example.org,(011) 343-7757,2026-01-23,Haircut,22,1275.74,818,No,Yes,,catch-all,LIVE,2026-04-14
DS-207122,DS-207122,Jill,Taylor,danamiles@example.net,(764) 307-0611,2024-04-13,Facial,42,2468.86,1491,Yes,Yes,Referred by friend,valid,LIVE,2026-04-14
DS-207125,DS-207125,William,Brown,karla88@example.net,(612) 839-8918,2020-12-09,Consultation,13,2994.25,589,Yes,No,Prefers afternoons,valid,LIVE,2026-04-14
DS-207126,DS-207126,Joshua,Saunders,ashley03@example.org,(503) 599-6508,2022-09-03,Keratin Treatment,58,2724.72,506,No,No,Allergic to latex,valid,LIVE,2026-04-14
DS-207130,DS-207130,Maria,Mclaughlin,tracy88@example.com,(844) 720-7949,2023-07-08,Manicure,5,2278.41,1720,No,Yes,Prefers afternoons,valid,LIVE,2026-04-14
DS-207132,DS-207132,Kendra,Lowe,brendacontreras@example.net,(422) 787-8230,2025-07-09,Keratin Treatment,14,3598.87,1119,Yes,No,Long-time client,valid,LIVE,2026-04-14
DS-207133,DS-207133,Bradley,King,qdominguez@example.org,(810) 777-7834,2023-03-02,Pedicure,79,3398.69,356,Yes,Yes,Long-time client,valid,LIVE,2026-04-14
DS-207134,DS-207134,Gregory,Henderson,jessicawright@example.com,(673) 563-9516,2025-08-03,Massage,69,1322.97,1978,No,Yes,Long-time client,unknown,LIVE,2026-04-14
DS-207135,DS-207135,David,Dorsey,jacqueline50@example.net,(646) 033-3871,2019-12-10,Pedicure,7,2670.44,44,No,Yes,Allergic to latex,valid,LIVE,2026-04-14
DS-207136,DS-207136,Marissa,Jefferson,reillyevelyn@example.com,(077) 781-6233,2019-05-21,Blowout,69,360.97,1730,Yes,No,Prefers afternoons,valid,LIVE,2026-04-14
DS-207138,DS-207138,Gregory,Benson,jacobschmitt@example.net,(942) 877-8590,2022-05-14,Consultation,20,3320.84,711,Yes,No,Referred by friend,valid,LIVE,2026-04-14
DS-207139,DS-207139,Antonio,Burke,dkaufman@example.org,(020) 119-3491,2020-11-18,Highlights,74,4713.18,1112,Yes,No,,valid,LIVE,2026-04-14
DS-207140,DS-207140,Nicole,Noble,christian52@example.com,(387) 607-3706,2019-11-04,Manicure,73,325.38,135,Yes,No,Long-time client,valid,LIVE,2026-04-14
DS-207141,DS-207141,Jeremy,Wagner,amberrojas@example.org,(299) 910-8806,2020-02-28,Manicure,38,4369.43,584,Yes,No,Referred by friend,valid,LIVE,2026-04-14
DS-207143,DS-207143,Andrea,Mckay,randall58@example.com,(547) 117-3952,2020-01-11,Color Treatment,45,202.91,1269,No,No,,do_not_mail,LIVE,2026-04-14
DS-207149,DS-207149,Michael,Sanchez,samueljacobson@example.net,(698) 652-5104,2022-04-09,Facial,12,4864.82,194,Yes,Yes,,valid,LIVE,2026-04-14
DS-207150,DS-207150,Stephen,Mays,williamchristensen@example.com,(828) 944-1718,2022-12-03,Blowout,6,4608.06,578,Yes,Yes,Allergic to latex,valid,LIVE,2026-04-14
DS-207151,DS-207151,Lindsey,Wright,janice20@example.com,(311) 964-8801,2022-08-06,Manicure,25,4560.59,565,No,Yes,First-time visitor,valid,LIVE,2026-04-14
DS-207152,DS-207152,Ryan,Smith,iwhite@example.org,(031) 333-0881,2020-12-13,Blowout,66,4088.84,676,Yes,No,First-time visitor,valid,LIVE,2026-04-14
DS-207154,DS-207154,Kenneth,Morales,randywright@example.com,(228) 301-8495,2020-02-14,Blowout,28,1882.58,649,Yes,No,First-time visitor,valid,LIVE,2026-04-14
DS-207159,DS-207159,Mr.,Michael Martin PhD,ybell@example.com,(830) 922-6121,2024-03-26,Manicure,17,2347.45,1463,No,Yes,Long-time client,valid,LIVE,2026-04-14
DS-207164,DS-207164,Wendy,King,robert85@example.com,(215) 057-3380,2023-03-07,Pedicure,51,3560.04,1775,Yes,Yes,,valid,LIVE,2026-04-14
DS-207167,DS-207167,Eric,Valentine,belinda39@example.com,(126) 788-1652,2025-12-09,Keratin Treatment,70,2007.04,469,Yes,No,Prefers afternoons,valid,LIVE,2026-04-14
DS-207173,DS-207173,Matthew,Stone,evan55@example.org,(449) 028-4096,2023-08-22,Keratin Treatment,73,748.48,1318,Yes,No,Referred by friend,do_not_mail,LIVE,2026-04-14
DS-207174,DS-207174,Michele,Ramos,erinbrewer@example.org,(427) 156-8523,2023-06-03,Highlights,19,2056.24,94,Yes,No,First-time visitor,valid,LIVE,2026-04-14
DS-207175,DS-207175,James,Smith,patrickrivera@example.com,(825) 631-4497,2025-12-21,Consultation,69,1121.77,1154,Yes,Yes,Allergic to latex,do_not_mail,LIVE,2026-04-14
DS-207176,DS-207176,Benjamin,Dixon,cmorse@example.org,(873) 108-8396,2025-02-09,Manicure,5,4758.85,1207,Yes,No,Referred by friend,unknown,LIVE,2026-04-14
DS-207177,DS-207177,Kristina,Robbins,nkennedy@example.org,(067) 097-4952,2019-03-15,Massage,9,2669.36,935,Yes,No,,valid,LIVE,2026-04-14
DS-207178,DS-207178,James,Small,kristenespinoza@example.org,(428) 636-4238,2020-07-30,Highlights,49,648.09,108,No,No,Referred by friend,valid,LIVE,2026-04-14
DS-207183,DS-207183,Robert,Davis,brandibaker@example.com,(080) 214-7185,2024-09-16,Keratin Treatment,77,2363.69,1071,Yes,No,Prefers afternoons,valid,LIVE,2026-04-14
DS-207187,DS-207187,Jennifer,Clark,ronaldgrant@example.net,(038) 940-8593,2020-12-20,Pedicure,63,3961.82,712,No,No,Prefers afternoons,valid,LIVE,2026-04-14
DS-207188,DS-207188,Christopher,Sharp,pughdaniel@example.com,(587) 349-5147,2023-01-18,Massage,9,1016.02,116,No,Yes,Allergic to latex,valid,LIVE,2026-04-14
DS-207190,DS-207190,Janet,Anderson,thomaskimberly@example.com,(371) 769-2672,2021-08-04,Consultation,64,3027.62,1009,No,Yes,Referred by friend,valid,LIVE,2026-04-14
DS-207194,DS-207194,David,Kemp,,(000) 705-6148,2019-09-20,Haircut,2,200.81,16,No,No,,invalid,LIVE,2026-04-14
DS-207197,DS-207197,Nicholas,Combs DDS,wedwards@example.org,(388) 315-5232,2024-11-06,Massage,25,3832.4,179,No,Yes,Prefers afternoons,catch-all,LIVE,2026-04-14
DS-207200,DS-207200,Albert,White,wilkersonkelly@example.net,(320) 957-6610,2019-05-16,Haircut,5,2651.21,311,No,Yes,First-time visitor,do_not_mail,LIVE,2026-04-14
DS-207201,DS-207201,Benjamin,Holland,egreen@example.net,(955) 628-4167,2019-09-12,Keratin Treatment,78,3960.91,1705,No,Yes,First-time visitor,valid,LIVE,2026-04-14
DS-207203,DS-207203,Charles,Anderson,carolrhodes@example.org,(134) 693-5168,2023-07-01,Haircut,34,3523.05,1212,No,Yes,First-time visitor,valid,LIVE,2026-04-14
DS-207204,DS-207204,Randy,Wyatt,jeffrey28@example.org,(226) 311-5497,2025-09-14,Haircut,22,4794.87,1279,No,Yes,Prefers afternoons,valid,LIVE,2026-04-14
DS-207205,DS-207205,Guy,Hudson,daniel71@example.org,(417) 608-3253,2023-08-21,Pedicure,73,777.02,860,Yes,Yes,First-time visitor,valid,LIVE,2026-04-14
DS-207207,DS-207207,Christy,Williams,elliottkari@example.org,(827) 021-2584,2022-08-26,Highlights,35,3236.69,873,Yes,No,First-time visitor,valid,LIVE,2026-04-14
DS-207208,DS-207208,Erin,Hunt,barbarawatson@example.org,(500) 382-7874,2022-08-11,Facial,52,4234.48,131,No,Yes,Referred by friend,valid,LIVE,2026-04-14
DS-207209,DS-207209,Olivia,Ibarra,amber28@example.org,(453) 858-3091,2019-05-01,Pedicure,59,79.93,1381,Yes,Yes,Long-time client,valid,LIVE,2026-04-14
DS-207211,DS-207211,Christopher,Horn,juan23@example.org,(032) 498-2638,2024-11-06,Pedicure,58,470.42,58,Yes,No,Prefers afternoons,valid,LIVE,2026-04-14
DS-207213,DS-207213,Mr.,Michael Stewart,thomassean@example.com,(992) 807-9071,2019-02-26,Haircut,50,3125.75,1198,No,No,Referred by friend,valid,LIVE,2026-04-14
DS-207214,DS-207214,Alexander,Clark,amber01@example.org,(666) 179-2797,2019-02-19,Highlights,78,3279.78,1061,Yes,Yes,First-time visitor,valid,LIVE,2026-04-14
DS-207215,DS-207215,Reginald,Cortez,beth76@example.com,(487) 864-6943,2022-06-09,Massage,2,1191.87,1426,No,No,Allergic to latex,valid,LIVE,2026-04-14
DS-207218,DS-207218,Kevin,Carroll,fscott@example.com,(546) 456-3928,2025-12-10,Blowout,44,1466.11,390,Yes,Yes,Allergic to latex,valid,LIVE,2026-04-14
DS-207219,DS-207219,Carlos,Harrington,patricia65@example.net,(622) 418-9908,2022-01-17,Color Treatment,58,3878.37,1421,No,No,Referred by friend,valid,LIVE,2026-04-14
DS-207223,DS-207223,Amanda,Nelson,debragonzales@example.com,(846) 508-5285,2021-07-07,Massage,49,2635.11,1534,No,Yes,Prefers afternoons,valid,LIVE,2026-04-14
DS-207225,DS-207225,Andrew,Peterson,beth60@example.com,(353) 895-6502,2024-02-21,Color Treatment,16,906.52,947,Yes,No,First-time visitor,valid,LIVE,2026-04-14
DS-207226,DS-207226,Robert,Armstrong,ealexander@example.net,(320) 981-3774,2019-03-18,Massage,1,1242.06,1351,Yes,No,Referred by friend,valid,LIVE,2026-04-14
DS-207230,DS-207230,Jimmy,Scott,brianellis@example.net,(827) 038-7652,2025-05-22,Highlights,72,3905.94,256,Yes,No,First-time visitor,valid,LIVE,2026-04-14
DS-207231,DS-207231,Matthew,Harper,harmstrong@example.com,(903) 035-5320,2025-01-26,Haircut,56,2123.31,1103,No,No,,valid,LIVE,2026-04-14
DS-207232,DS-207232,Cynthia,Clarke,lhudson@example.com,(726) 870-0158,2022-03-24,Blowout,25,4647.24,266,Yes,No,Allergic to latex,valid,LIVE,2026-04-14
DS-207233,DS-207233,Jason,Adkins,sullivanteresa@example.org,(027) 511-0549,2025-03-17,Facial,59,1100.11,1714,No,No,,valid,LIVE,2026-04-14
DS-207234,DS-207234,Steven,Ward,lwilliams@example.net,(893) 603-7492,2020-06-06,Manicure,32,701.52,106,No,Yes,Allergic to latex,catch-all,LIVE,2026-04-14
DS-207235,DS-207235,Jose,Chen,wilsontracy@example.org,(340) 826-3886,2025-07-17,Haircut,72,3559.63,1948,No,No,Prefers afternoons,valid,LIVE,2026-04-14
DS-207236,DS-207236,Judith,Pope,lindsay35@example.com,(243) 349-1100,2024-01-25,Haircut,78,4422.18,1335,No,Yes,Referred by friend,valid,LIVE,2026-04-14
DS-207241,DS-207241,Jared,Lee,jessicafrench@example.org,(097) 579-0191,2019-01-31,Manicure,37,3814.06,1869,No,Yes,Long-time client,valid,LIVE,2026-04-14
DS-207242,DS-207242,Marvin,Johnson,zvasquez@example.net,(349) 872-5378,2021-08-05,Keratin Treatment,79,3606.11,1860,Yes,Yes,Allergic to latex,catch-all,LIVE,2026-04-14
DS-207243,DS-207243,Jason,Bailey,csharp@example.org,(160) 692-2057,2025-07-17,Color Treatment,66,3679.82,1989,Yes,No,Referred by friend,valid,LIVE,2026-04-14
DS-207244,DS-207244,Christina,Hoover,jeffmiller@example.org,(175) 953-2331,2019-11-05,Consultation,18,3894.61,554,No,No,Long-time client,valid,LIVE,2026-04-14
DS-207246,DS-207246,Angela,Smith,taylorrenee@example.org,(021) 395-9074,2022-10-09,Facial,41,4733.26,746,Yes,Yes,Referred by friend,valid,LIVE,2026-04-14
DS-207247,DS-207247,Teresa,Ward DDS,william56@example.org,(667) 886-1905,2025-05-28,Pedicure,2,2126.98,1959,No,Yes,Referred by friend,valid,LIVE,2026-04-14
DS-207249,DS-207249,Miguel,Fields,briannacook@example.org,(291) 766-2805,2025-05-22,Manicure,72,4074.84,934,No,No,First-time visitor,valid,LIVE,2026-04-14
DS-207255,DS-207255,Aaron,Reyes,michaelsmith@example.net,(094) 426-1531,2021-08-24,Highlights,1,2723.95,8,Yes,Yes,First-time visitor,valid,LIVE,2026-04-14
DS-207256,DS-207256,Kathryn,Collins,ghale@example.org,(801) 888-4831,2020-06-09,Consultation,2,418.84,249,Yes,No,Long-time client,valid,LIVE,2026-04-14
DS-207260,DS-207260,Megan,Vance DVM,lisa67@example.org,(427) 688-3929,2020-04-12,Facial,74,3287.67,209,No,Yes,First-time visitor,valid,LIVE,2026-04-14
DS-207261,DS-207261,Shannon,Harris,andersenlauren@example.org,(044) 229-3928,2021-02-07,Color Treatment,25,4279.05,1797,No,Yes,,valid,LIVE,2026-04-14
DS-207262,DS-207262,Melody,Graves,michellerobinson@example.org,(570) 061-9085,2026-02-20,Consultation,14,1143.94,1438,No,No,Prefers afternoons,valid,LIVE,2026-04-14
DS-207264,DS-207264,Jonathan,Freeman,harrisbrett@example.com,(263) 241-3774,2022-11-02,Manicure,47,2285.03,1538,No,Yes,,do_not_mail,LIVE,2026-04-14
DS-207267,DS-207267,Christopher,Porter,jillianvaldez@example.org,(891) 359-4374,2021-09-05,Manicure,52,4938.54,975,No,Yes,First-time visitor,valid,LIVE,2026-04-14
DS-207268,DS-207268,Ryan,Vega,melissa05@example.com,(935) 990-5117,2019-06-26,Facial,64,963.93,1833,No,No,Referred by friend,valid,LIVE,2026-04-14
DS-207270,DS-207270,Dr.,Tracy Roberts,ybrock@example.org,(549) 621-3891,2023-04-26,Pedicure,66,955.16,992,No,No,,valid,LIVE,2026-04-14
DS-207271,DS-207271,Jennifer,Hill,dana67@example.net,(289) 089-1114,2023-07-12,Keratin Treatment,11,1520.63,722,Yes,Yes,Allergic to latex,valid,LIVE,2026-04-14
DS-207273,DS-207273,Kimberly,Navarro,shermanwilliam@example.org,(483) 166-4137,2022-09-06,Pedicure,77,1615.53,677,Yes,No,Allergic to latex,valid,LIVE,2026-04-14
DS-207274,DS-207274,Steven,Harris,markcortez@example.com,(262) 341-1239,2021-01-25,Color Treatment,56,4033.39,410,No,Yes,Referred by friend,valid,LIVE,2026-04-14
DS-207275,DS-207275,Kenneth,Thompson,braychad@example.org,(888) 058-5851,2022-08-04,Highlights,76,76.92,40,No,No,Prefers afternoons,valid,LIVE,2026-04-14
DS-207281,DS-207281,Mrs.,Carla Williams,brandiwoods@example.net,(815) 067-6785,2025-07-29,Color Treatment,61,4741.69,425,Yes,Yes,First-time visitor,valid,LIVE,2026-04-14
DS-207282,DS-207282,Zachary,Wheeler,richardcruz@example.com,(433) 072-6963,2026-01-20,Manicure,33,1621.63,1217,No,No,Referred by friend,valid,LIVE,2026-04-14
DS-207283,DS-207283,Andrew,Jackson,andersonsteve@example.net,(847) 900-8898,2025-02-15,Highlights,27,4984.04,199,Yes,Yes,First-time visitor,valid,LIVE,2026-04-14
DS-207288,DS-207288,Joshua,Hendricks,mooredavid@example.com,(484) 695-2313,2022-11-27,Consultation,31,844.65,1711,No,No,,valid,LIVE,2026-04-14
DS-207289,DS-207289,Megan,Meyer,mitchellnicole@example.net,(159) 316-3880,2021-04-16,Blowout,27,2183.9,364,Yes,Yes,Allergic to latex,valid,LIVE,2026-04-14
DS-207290,DS-207290,Benjamin,Morris,wjohns@example.net,(308) 695-9633,2022-02-28,Facial,70,3605.14,1893,Yes,No,Referred by friend,valid,LIVE,2026-04-14
DS-207294,DS-207294,Timothy,Lee,jennifermedina@example.org,(869) 617-4940,2024-04-25,Keratin Treatment,3,1367.6,990,Yes,No,First-time visitor,catch-all,LIVE,2026-04-14
DS-207296,DS-207296,Jeffrey,Caldwell,lisa41@example.com,(652) 486-8469,2019-11-03,Manicure,70,2060.35,260,Yes,No,,valid,LIVE,2026-04-14
DS-207298,DS-207298,Olivia,Kelly,michele65@example.com,(361) 733-8224,2024-11-02,Haircut,18,369.09,807,No,No,Prefers afternoons,valid,LIVE,2026-04-14
DS-207299,DS-207299,Gregory,Mccormick,lindseymaxwell@example.net,(054) 021-6759,2024-03-11,Blowout,21,3360.7,428,No,No,First-time visitor,do_not_mail,LIVE,2026-04-14
