Customer_ID,Full_Name,Email,Phone,contact_last_appt,Primary_Service,Total_Appointments,Total_Spent_USD,Loyalty_Points,SMS_Opt_In,Email_Opt_In,Source_System,max_appt_date_from_history,history_appt_count,no_show_count,total_revenue_from_history,resolved_last_date,data_status,last_appt_year
DS-203688,Carol Simpson,rubenduran@example.org,(861) 223-7232,2024-05-31,Haircut,65,825.98,925,Yes,No,DaySmart,2021-01-03,5,2,326.63,2021-01-03,LIVE,2021
DS-203689,Mrs. Jamie Burns DVM,middletonalyssa@example.org,(277) 197-6479,2025-07-25,Keratin Treatment,17,2080.89,466,No,Yes,DaySmart,2025-03-03,6,0,1157.15,2025-03-03,LIVE,2025
DS-203690,Ryan Schmidt,walkerwilliam@example.org,(341) 746-1398,2025-06-19,Blowout,43,1232.82,1343,Yes,No,DaySmart,2024-10-31,5,0,748.33,2024-10-31,LIVE,2024
DS-203691,Christopher Walton,carloscook@example.net,(095) 464-7108,2025-02-04,Facial,63,2353.92,1614,No,No,DaySmart,2026-04-07,8,2,964.94,2026-04-07,LIVE,2026
DS-203692,Tina Dunn,vchoi@example.net,(402) 213-7590,2024-10-14,Color Treatment,63,1756.65,1359,No,Yes,DaySmart,2025-05-14,9,1,1214.72,2025-05-14,LIVE,2025
DS-203693,Joshua Crawford,qgonzalez@example.org,(253) 158-8421,2025-01-04,Blowout,73,2250.65,228,No,No,DaySmart,2022-09-23,3,0,397.85,2022-09-23,LIVE,2022
DS-203694,Lynn Perez,courtneycooper@example.org,(435) 485-2572,2025-09-12,Pedicure,3,4919.2,568,Yes,No,DaySmart,2025-03-14,11,2,1518.9,2025-03-14,LIVE,2025
DS-203695,Parker Rodriguez,otucker@example.com,(034) 446-6465,2025-04-22,Color Treatment,69,1618.17,1214,No,No,DaySmart,2021-07-21,3,2,418.02,2021-07-21,LIVE,2021
DS-203696,Jennifer Harrington,justinjohnson@example.org,(668) 478-2811,2025-10-05,Keratin Treatment,30,3014.7,1573,No,No,DaySmart,2025-01-25,8,2,1466.46,2025-01-25,LIVE,2025
DS-203697,Melissa Gilbert,robertskeith@example.org,(823) 628-4514,2025-07-05,Color Treatment,26,97.06,1317,No,Yes,DaySmart,2024-08-02,4,1,550.08,2024-08-02,LIVE,2024
DS-203698,Daniel Cooper,jasmineaguilar@example.net,(568) 619-4985,2025-02-02,Pedicure,53,3601.17,80,No,No,DaySmart,2017-05-29,1,0,297.04,2017-05-29,ARCHIVE,2017
DS-203699,Amanda Wallace,kristinwilkerson@example.org,(585) 525-3332,2025-10-20,Highlights,43,4690.13,1685,No,No,DaySmart,2019-05-28,1,0,230.46,2019-05-28,LIVE,2019
DS-203700,Jennifer Lester,andrewebb@example.net,(043) 099-6638,2025-07-07,Massage,20,3836.78,1631,Yes,No,DaySmart,2025-01-26,6,2,945.65,2025-01-26,LIVE,2025
DS-203701,David Eaton,randy34@example.net,(729) 552-1760,2025-09-24,Pedicure,18,4221.92,349,Yes,Yes,DaySmart,2024-08-06,11,0,1762.93,2024-08-06,LIVE,2024
DS-203702,Amanda Davis,erinjimenez@example.org,(894) 326-5623,2025-08-30,Pedicure,33,887.64,427,Yes,Yes,DaySmart,2023-12-18,2,0,181.59,2023-12-18,LIVE,2023
DS-203703,Shelby Blackwell,montgomerysergio@example.org,(185) 969-7723,2026-01-06,Consultation,52,2967.49,768,No,No,DaySmart,2026-01-27,9,2,1761.83,2026-01-27,LIVE,2026
DS-203704,Martin Moreno,duane49@example.com,(968) 337-1233,2024-11-26,Keratin Treatment,12,4013.58,1478,Yes,No,DaySmart,2024-09-20,8,1,1022.3,2024-09-20,LIVE,2024
DS-203705,Mark Smith,kenneth28@example.org,(278) 906-7919,2025-03-30,Consultation,30,1783.6,1946,No,Yes,DaySmart,2022-02-25,3,0,290.88,2022-02-25,LIVE,2022
DS-203706,Gabriela Mendoza,alexis66@example.com,(953) 142-9000,2025-05-01,Keratin Treatment,36,3900.93,156,Yes,Yes,DaySmart,2025-12-25,7,1,729.77,2025-12-25,LIVE,2025
DS-203707,Mr. Robert Guzman,jaredjohns@example.com,(099) 600-3519,2024-10-09,Manicure,48,1065.16,1182,No,Yes,DaySmart,2025-03-15,5,0,908.81,2025-03-15,LIVE,2025
DS-203708,Gregory Carter,amber97@example.net,(290) 098-4976,2024-05-30,Haircut,72,1898.11,239,Yes,Yes,DaySmart,2026-01-07,2,0,298.74,2026-01-07,LIVE,2026
DS-203709,Kelly Henderson,chadward@example.com,(434) 506-2551,2024-06-13,Haircut,73,2333.44,1668,Yes,Yes,DaySmart,2025-01-20,4,0,368.85,2025-01-20,LIVE,2025
DS-203710,Michael Macias,travis56@example.net,(166) 537-2784,2025-07-10,Keratin Treatment,74,245.62,1328,No,No,DaySmart,2019-08-09,2,0,497.72,2019-08-09,LIVE,2019
DS-203711,Kathleen Goodwin,bbarton@example.com,(873) 527-3176,2024-11-27,Haircut,80,588.19,1794,Yes,No,DaySmart,2025-02-25,1,1,280.97,2025-02-25,LIVE,2025
DS-203712,Megan Kelly,charleshaney@example.net,(000) 301-3002,2024-06-03,Massage,21,4253.74,1157,No,No,DaySmart,2026-02-10,10,2,2119.93,2026-02-10,LIVE,2026
DS-203713,Micheal Davis,anthony63@example.com,(608) 210-8361,2024-08-10,Keratin Treatment,58,683.09,1386,No,No,DaySmart,2026-01-02,7,1,1439.06,2026-01-02,LIVE,2026
DS-203714,Jason Stevens,dennis54@example.com,(041) 978-9822,2024-05-31,Facial,9,1622.55,1702,No,Yes,DaySmart,2022-09-05,5,1,836.26,2022-09-05,LIVE,2022
DS-203715,Rebecca Bradshaw,jermainebernard@example.net,(642) 327-0751,2025-10-04,Keratin Treatment,68,1765.64,817,No,No,DaySmart,2025-05-22,6,0,886.51,2025-05-22,LIVE,2025
DS-203716,Bradley Taylor,pgillespie@example.net,(769) 940-0836,2024-07-13,Blowout,38,4396.3,1582,No,No,DaySmart,2012-11-27,2,0,167.44,2012-11-27,ARCHIVE,2012
DS-203717,Michael Arnold,phillip69@example.com,(069) 601-3176,2025-04-11,Pedicure,68,1657.05,1678,No,Yes,DaySmart,2024-09-06,10,1,1871.01,2024-09-06,LIVE,2024
DS-203718,Chris Edwards,oconnorstephanie@example.org,(033) 918-2394,2024-06-30,Massage,71,1233.86,1959,Yes,Yes,DaySmart,2019-07-31,2,0,457.86,2019-07-31,LIVE,2019
DS-203719,Sheena Briggs,kcook@example.com,(467) 995-5530,2024-08-12,Consultation,29,622.27,576,No,Yes,DaySmart,2026-01-03,8,2,1343.02,2026-01-03,LIVE,2026
DS-203720,John Collins,chines@example.org,(325) 737-4729,2024-04-22,Consultation,25,912.32,78,Yes,No,DaySmart,2025-08-18,2,0,343.0,2025-08-18,LIVE,2025
DS-203721,Kathy Wilcox,berrythomas@example.org,(839) 998-6872,2024-07-02,Consultation,16,1283.68,111,Yes,No,DaySmart,2022-11-30,9,0,1413.79,2022-11-30,LIVE,2022
DS-203722,Adrienne Harding,martinezdale@example.net,(246) 843-6436,2025-11-11,Facial,69,608.68,1451,Yes,No,DaySmart,2025-11-18,10,1,1456.06,2025-11-18,LIVE,2025
DS-203723,Lisa Andrade,tannerkey@example.net,(931) 190-7894,2025-01-24,Massage,80,3857.48,664,Yes,No,DaySmart,2025-01-07,9,2,1429.49,2025-01-07,LIVE,2025
DS-203724,Kimberly Reed,sarahtodd@example.net,(188) 666-8659,2025-03-23,Blowout,75,2596.41,1452,Yes,Yes,DaySmart,2023-10-06,3,0,627.56,2023-10-06,LIVE,2023
DS-203725,Angel Herrera,tonyahernandez@example.org,(424) 320-8190,2025-12-14,Pedicure,66,3508.8,1065,No,No,DaySmart,2024-05-05,12,2,1804.96,2024-05-05,LIVE,2024
DS-203726,Danielle Taylor,joseph68@example.org,(215) 465-2719,2025-10-05,Keratin Treatment,51,109.1,1124,No,No,DaySmart,2025-10-21,4,1,606.15,2025-10-21,LIVE,2025
DS-203727,Brian Solis,boonekelly@example.com,(113) 092-7995,2024-10-15,Color Treatment,44,4659.56,469,Yes,Yes,DaySmart,2021-03-11,8,1,1350.64,2021-03-11,LIVE,2021
DS-203728,Matthew Russell,kathrynmccarthy@example.com,(387) 259-9725,2024-10-29,Highlights,34,4020.71,808,Yes,No,DaySmart,2025-05-13,8,0,1350.37,2025-05-13,LIVE,2025
DS-203729,Katrina Carey,sarahburns@example.org,(200) 554-9178,2024-06-04,Massage,57,3843.05,757,No,No,DaySmart,2025-10-21,6,0,714.3,2025-10-21,LIVE,2025
DS-203730,Mitchell Smith,turnerjohn@example.org,(605) 710-5825,2025-08-05,Massage,50,2699.56,1381,Yes,No,DaySmart,2025-07-02,8,1,1356.38,2025-07-02,LIVE,2025
DS-203731,Mary Wells,jennifergilbert@example.com,(777) 203-1000,2026-02-14,Pedicure,24,2366.62,150,No,Yes,DaySmart,2024-06-18,4,1,603.81,2024-06-18,LIVE,2024
DS-203732,Tammy Gonzalez,powerscatherine@example.com,(711) 539-1758,2024-12-14,Highlights,23,2788.16,596,Yes,No,DaySmart,2024-07-05,9,0,1612.39,2024-07-05,LIVE,2024
DS-203733,Judith Flores,vjenkins@example.com,(733) 978-1453,2024-08-06,Massage,29,2875.26,249,No,Yes,DaySmart,2026-02-10,10,0,1327.02,2026-02-10,LIVE,2026
DS-203734,Rebecca Hernandez,boyleleslie@example.net,(998) 042-7576,2025-09-14,Keratin Treatment,66,2831.87,737,Yes,Yes,DaySmart,2016-02-16,1,0,151.39,2016-02-16,ARCHIVE,2016
DS-203735,Andrew Walls,alan30@example.net,(012) 517-1175,2026-03-24,Blowout,69,1033.47,38,No,No,DaySmart,2026-02-22,5,0,887.52,2026-02-22,LIVE,2026
DS-203736,Christopher Sanchez,xli@example.org,(136) 325-2824,2026-03-12,Manicure,8,1837.56,1344,No,Yes,DaySmart,2026-01-25,7,2,1194.22,2026-01-25,LIVE,2026
DS-203737,Kevin Murphy,madison86@example.org,(071) 669-9173,2025-04-01,Highlights,59,3976.44,464,No,No,DaySmart,2026-03-09,12,0,2060.13,2026-03-09,LIVE,2026
DS-203738,Andres Hale,jamesbowman@example.com,(908) 257-9041,2024-11-30,Haircut,40,2247.86,1604,Yes,Yes,DaySmart,2026-02-28,10,1,1251.87,2026-02-28,LIVE,2026
DS-203739,Jessica Lloyd,smithedward@example.com,(341) 136-3697,2024-09-14,Facial,2,1254.92,609,No,No,DaySmart,2026-02-19,9,1,1768.01,2026-02-19,LIVE,2026
DS-203740,Alexander Munoz,kevinwest@example.org,(449) 541-5938,2025-03-28,Highlights,2,1234.93,730,No,Yes,DaySmart,2025-12-15,11,3,2098.93,2025-12-15,LIVE,2025
DS-203741,Ethan Dillon,katherineharris@example.com,(775) 457-3488,2025-07-19,Blowout,36,4116.47,368,Yes,Yes,DaySmart,2019-06-24,2,2,312.39,2019-06-24,LIVE,2019
DS-203742,Dwayne Lozano,nmills@example.net,(286) 487-4865,2024-08-05,Manicure,40,2334.66,1252,No,Yes,DaySmart,2025-05-15,5,1,1109.64,2025-05-15,LIVE,2025
DS-203743,Rachel Roberson,smithscott@example.net,(029) 605-1747,2024-11-02,Haircut,28,4115.86,668,No,Yes,DaySmart,2024-05-26,6,1,898.71,2024-05-26,LIVE,2024
DS-203744,James Davis,janemcdonald@example.net,(491) 327-7645,2025-01-30,Blowout,25,50.82,388,No,Yes,DaySmart,2024-11-14,10,1,1679.28,2024-11-14,LIVE,2024
DS-203745,Louis Williams,lindsaygiles@example.com,(775) 011-7312,2026-02-16,Consultation,2,373.96,110,Yes,Yes,DaySmart,2025-11-24,7,1,1073.21,2025-11-24,LIVE,2025
DS-203746,John Brown,barrettvalerie@example.com,(302) 824-1172,2025-03-31,Haircut,44,3411.57,251,Yes,Yes,DaySmart,2024-10-21,2,0,164.56,2024-10-21,LIVE,2024
DS-203747,Matthew Chan,imann@example.net,(933) 513-2254,2024-11-10,Color Treatment,20,756.29,453,Yes,Yes,DaySmart,2025-09-10,5,1,641.6,2025-09-10,LIVE,2025
DS-203748,Crystal Wallace,angel04@example.net,(206) 911-3655,2025-08-01,Highlights,21,4041.18,1515,Yes,Yes,DaySmart,2023-08-14,5,0,630.57,2023-08-14,LIVE,2023
DS-203749,Brenda Obrien,clayton54@example.net,(436) 948-6847,2025-11-16,Highlights,39,4467.87,1697,No,No,DaySmart,2017-01-18,1,0,143.11,2017-01-18,ARCHIVE,2017
DS-203750,Elaine Hogan,robinjordan@example.com,(761) 216-1608,2025-10-02,Blowout,32,2319.01,1327,No,Yes,DaySmart,2025-11-24,6,1,870.21,2025-11-24,LIVE,2025
DS-203751,Luke Martinez,lindaadams@example.net,(505) 589-7391,2025-01-26,Manicure,67,620.95,1118,Yes,Yes,DaySmart,2018-06-12,2,0,199.44,2018-06-12,ARCHIVE,2018
DS-203752,Andrew Smith,edwardsnancy@example.com,(440) 813-1637,2026-03-25,Facial,28,1060.82,1471,No,Yes,DaySmart,2026-01-24,2,0,222.08,2026-01-24,LIVE,2026
DS-203753,Alisha Martin,hilljonathan@example.org,(198) 033-2741,2024-11-15,Facial,48,2870.01,1457,No,Yes,DaySmart,2020-03-18,3,0,588.13,2020-03-18,LIVE,2020
DS-203754,Jesse Johnson,lmitchell@example.net,(494) 239-0708,2025-09-02,Blowout,62,4334.23,529,Yes,No,DaySmart,2025-03-16,12,1,2461.41,2025-03-16,LIVE,2025
DS-203755,Brian Blake,julie74@example.net,(752) 009-4142,2025-08-27,Blowout,17,4875.5,1567,Yes,Yes,DaySmart,2019-01-07,1,0,231.42,2019-01-07,LIVE,2019
DS-203756,Ryan Lane,robertselizabeth@example.com,(078) 416-2233,2024-06-17,Highlights,36,4525.1,612,Yes,Yes,DaySmart,2024-08-08,8,1,1195.85,2024-08-08,LIVE,2024
DS-203757,Samantha Blake,njenkins@example.net,(124) 894-6186,2026-03-15,Highlights,34,3045.67,1960,Yes,No,DaySmart,2024-09-14,5,1,608.15,2024-09-14,LIVE,2024
DS-203758,Adam Rice,cindyaguirre@example.org,(155) 410-7808,2025-04-07,Haircut,38,3609.41,1523,No,No,DaySmart,2026-03-31,8,4,1247.25,2026-03-31,LIVE,2026
DS-203759,Virginia Kelly,erasmussen@example.com,(031) 457-3299,2026-03-21,Haircut,71,4451.58,1693,No,Yes,DaySmart,2025-10-16,12,3,1806.72,2025-10-16,LIVE,2025
DS-203760,Gregory Roberts,scott33@example.org,(973) 907-2540,2025-12-14,Haircut,8,3765.51,1988,No,Yes,DaySmart,2026-03-05,11,4,1862.87,2026-03-05,LIVE,2026
DS-203761,Connor Salazar,roger58@example.com,(506) 472-2930,2025-06-21,Keratin Treatment,55,898.92,1491,Yes,No,DaySmart,2025-01-08,7,1,1381.15,2025-01-08,LIVE,2025
DS-203762,Mark Stanley,evan99@example.com,(202) 977-7206,2024-08-19,Pedicure,18,1038.29,1686,No,Yes,DaySmart,2025-12-21,9,0,1466.83,2025-12-21,LIVE,2025
DS-203763,Danielle Wilson,duncancody@example.com,(365) 626-3675,2024-09-28,Pedicure,68,2938.08,1408,No,No,DaySmart,2023-12-21,4,0,745.17,2023-12-21,LIVE,2023
DS-203764,Brooke Brooks,thomaswilliam@example.org,(847) 201-3880,2025-10-19,Keratin Treatment,38,3618.76,795,Yes,No,DaySmart,2026-03-24,6,1,1102.8,2026-03-24,LIVE,2026
DS-203765,Brian Meyer,carolyn40@example.org,(471) 204-4210,2025-12-08,Color Treatment,1,526.48,1569,No,No,DaySmart,2025-01-12,11,0,2292.42,2025-01-12,LIVE,2025
DS-203766,Jennifer Castro,dspencer@example.com,(262) 605-1118,2025-10-09,Haircut,29,2646.11,341,Yes,Yes,DaySmart,2025-05-24,4,2,947.18,2025-05-24,LIVE,2025
DS-203767,Charles Bishop,randyneal@example.org,(411) 004-2497,2026-01-16,Facial,48,4372.67,40,Yes,Yes,DaySmart,2019-06-20,2,0,317.78,2019-06-20,LIVE,2019
DS-203768,Jake Williams,william36@example.com,(458) 574-7781,2025-02-14,Massage,54,1193.27,23,No,Yes,DaySmart,2015-01-08,3,0,591.6,2015-01-08,ARCHIVE,2015
DS-203769,Julie Mitchell,susan30@example.com,(805) 457-8556,2025-11-05,Color Treatment,16,822.66,17,Yes,No,DaySmart,2023-12-31,3,0,678.13,2023-12-31,LIVE,2023
DS-203770,Karen Young,jacobcoffey@example.org,(095) 183-9998,2025-01-08,Manicure,27,2611.89,402,Yes,Yes,DaySmart,2025-12-25,7,0,1171.87,2025-12-25,LIVE,2025
DS-203771,Shannon Nelson,scottriggs@example.com,(950) 373-7597,2025-12-02,Manicure,59,2879.5,328,Yes,Yes,DaySmart,2025-07-07,2,0,341.37,2025-07-07,LIVE,2025
DS-203772,Melissa Flores,zspencer@example.net,(039) 253-1707,2025-12-30,Facial,54,4298.93,1688,No,No,DaySmart,2023-01-26,2,0,173.79,2023-01-26,LIVE,2023
DS-203773,Peter Gonzalez,camerongraves@example.net,(874) 867-2720,2025-08-05,Blowout,43,900.54,1773,Yes,No,DaySmart,2024-12-04,12,2,1909.14,2024-12-04,LIVE,2024
DS-203774,Christine Jones,bradley62@example.com,(038) 029-5740,2025-07-28,Keratin Treatment,16,4986.0,1487,No,No,DaySmart,2025-09-22,10,0,1598.81,2025-09-22,LIVE,2025
DS-203775,Michelle Miller,washingtonjason@example.org,(794) 403-5275,2024-12-21,Highlights,6,856.92,1136,No,No,DaySmart,2012-12-29,1,0,26.8,2012-12-29,ARCHIVE,2012
DS-203776,Dr. David Austin,brittneythompson@example.com,(209) 435-9318,2025-01-07,Highlights,7,2611.91,85,No,Yes,DaySmart,2024-08-02,12,4,1986.32,2024-08-02,LIVE,2024
DS-203777,Craig Hansen,robertcummings@example.com,(558) 769-5609,2024-12-17,Highlights,40,2168.41,1317,No,Yes,DaySmart,2026-02-16,3,0,679.69,2026-02-16,LIVE,2026
DS-203778,Krystal Johnson MD,lpowell@example.org,(483) 562-3203,2024-05-20,Haircut,72,3896.24,487,No,Yes,DaySmart,2025-04-16,8,1,1359.71,2025-04-16,LIVE,2025
DS-203779,Jesse Myers,allenmatthew@example.com,(769) 089-9808,2026-01-08,Consultation,20,3626.67,91,Yes,No,DaySmart,2022-10-16,8,1,1122.54,2022-10-16,LIVE,2022
DS-203780,Philip Wise,amy66@example.com,(463) 777-9106,2025-07-21,Keratin Treatment,10,4963.59,419,No,Yes,DaySmart,2025-07-24,11,2,2071.43,2025-07-24,LIVE,2025
DS-203781,John Burke,gilbertriggs@example.org,(107) 032-0541,2024-05-28,Highlights,39,1891.07,1415,Yes,No,DaySmart,2025-04-03,11,3,1707.14,2025-04-03,LIVE,2025
DS-203782,Brandy Johnson,cbuck@example.net,(418) 165-4197,2024-06-16,Color Treatment,6,3636.38,1990,No,Yes,DaySmart,2026-03-14,8,3,1239.15,2026-03-14,LIVE,2026
DS-203783,Michael Moody,thomas74@example.com,(098) 034-3626,2024-12-20,Massage,9,3874.38,540,No,Yes,DaySmart,2022-12-08,8,1,1276.06,2022-12-08,LIVE,2022
DS-203784,Matthew Hubbard,daniellebowers@example.net,(349) 245-0812,2025-05-24,Facial,61,3796.76,1034,No,Yes,DaySmart,2024-05-25,9,1,1200.49,2024-05-25,LIVE,2024
DS-203785,Patricia Torres,moralespaul@example.com,(245) 300-9214,2024-11-22,Consultation,48,4219.31,623,No,Yes,DaySmart,2026-01-25,6,0,1062.45,2026-01-25,LIVE,2026
DS-203786,Jason Mahoney,richard65@example.com,(996) 278-7033,2025-09-05,Pedicure,75,474.55,1391,No,No,DaySmart,2025-07-18,6,2,998.86,2025-07-18,LIVE,2025
DS-203787,Douglas Doyle,annafox@example.net,(745) 027-4975,2026-01-15,Color Treatment,37,2841.95,1252,No,Yes,DaySmart,2025-08-17,7,1,996.99,2025-08-17,LIVE,2025
DS-203788,Dr. Matthew Hayes,derekscott@example.org,(494) 799-0100,2025-01-17,Pedicure,58,3656.41,527,Yes,Yes,DaySmart,2025-01-01,3,1,573.97,2025-01-01,LIVE,2025
DS-203789,Miguel Roy,rogersscott@example.net,(866) 600-8407,2025-10-25,Highlights,67,1910.02,1756,Yes,Yes,DaySmart,2026-02-10,12,5,1770.87,2026-02-10,LIVE,2026
DS-203790,Kenneth Gordon,carllynch@example.com,(217) 842-9810,2024-04-14,Massage,43,667.25,1245,No,Yes,DaySmart,2023-07-29,2,0,455.97,2023-07-29,LIVE,2023
DS-203791,Katrina Coleman,stevenhayes@example.com,(654) 093-9398,2025-08-18,Massage,60,2934.64,1374,Yes,Yes,DaySmart,2025-12-05,6,1,1170.06,2025-12-05,LIVE,2025
DS-203792,Thomas Campbell,dadams@example.org,(074) 314-1657,2025-02-02,Consultation,6,2965.77,566,Yes,No,DaySmart,2025-12-12,9,4,1230.38,2025-12-12,LIVE,2025
DS-203793,Jacob Harding,porterdaniel@example.org,(627) 396-5429,2025-09-02,Color Treatment,60,3342.93,68,Yes,No,DaySmart,2025-02-19,11,3,1112.52,2025-02-19,LIVE,2025
DS-203794,Amanda Smith,tgarcia@example.net,(176) 178-0783,2024-12-10,Keratin Treatment,37,4869.32,1617,No,No,DaySmart,2025-06-10,11,1,1375.33,2025-06-10,LIVE,2025
DS-203795,Kristin West,charlesperez@example.com,(413) 758-8745,2025-10-19,Blowout,43,1842.49,243,Yes,No,DaySmart,2024-02-05,3,0,718.38,2024-02-05,LIVE,2024
DS-203796,Sarah Garcia,kellyamy@example.org,(630) 088-1870,2025-08-09,Haircut,72,389.16,816,No,Yes,DaySmart,2025-10-26,8,0,1169.06,2025-10-26,LIVE,2025
DS-203797,Scott Meyers,raymondwalker@example.net,(208) 819-3557,2024-11-14,Blowout,40,4820.01,1392,Yes,No,DaySmart,2024-12-24,4,0,677.01,2024-12-24,LIVE,2024
DS-203798,Nancy James,justinallison@example.net,(462) 340-5538,2024-08-18,Massage,38,1940.69,623,Yes,No,DaySmart,2024-10-08,7,0,1166.77,2024-10-08,LIVE,2024
DS-203799,Amanda Gray,uramirez@example.net,(572) 819-0640,2025-08-31,Blowout,79,1795.86,433,Yes,Yes,DaySmart,2022-11-05,1,0,89.2,2022-11-05,LIVE,2022
DS-203800,Andrew Anderson,tburton@example.net,(697) 736-8958,2025-12-10,Massage,36,2342.15,697,No,Yes,DaySmart,2025-11-16,11,0,1967.41,2025-11-16,LIVE,2025
DS-203801,Terry Clark,leonardthompson@example.org,(356) 744-9342,2024-06-05,Highlights,57,974.1,1304,No,No,DaySmart,2025-07-16,7,0,1608.02,2025-07-16,LIVE,2025
DS-203802,Susan Carroll,hjones@example.com,(119) 325-4105,2024-12-17,Haircut,54,377.27,955,Yes,Yes,DaySmart,2020-02-20,2,0,537.17,2020-02-20,LIVE,2020
DS-203803,Bethany Chandler,timothymclaughlin@example.org,(432) 478-9395,2025-07-10,Consultation,47,1838.02,1785,Yes,Yes,DaySmart,2025-11-17,7,2,1024.78,2025-11-17,LIVE,2025
DS-203804,Christopher Webster,michaelfox@example.com,(218) 232-7101,2025-04-07,Massage,78,2867.95,1927,No,No,DaySmart,2025-09-25,5,1,1209.05,2025-09-25,LIVE,2025
DS-203805,Amber Lee,fernandezjoshua@example.net,(552) 233-1160,2024-04-30,Facial,12,404.0,1290,No,Yes,DaySmart,2020-04-18,1,0,126.99,2020-04-18,LIVE,2020
DS-203806,Laura Nelson,nicholssheena@example.net,(798) 592-9026,2025-01-21,Color Treatment,19,3499.66,232,Yes,No,DaySmart,2024-08-18,2,1,156.63,2024-08-18,LIVE,2024
DS-203807,Tiffany Fitzpatrick,deanjohnson@example.com,(633) 702-9860,2024-09-25,Consultation,8,1777.26,1136,No,Yes,DaySmart,2026-03-16,11,3,2010.67,2026-03-16,LIVE,2026
DS-203808,Jessica Willis,annataylor@example.com,(583) 007-5099,2025-09-22,Keratin Treatment,71,3883.87,1929,No,Yes,DaySmart,2025-01-24,10,3,2033.2,2025-01-24,LIVE,2025
DS-203809,Sarah Strickland,smithsherry@example.org,(047) 170-0827,2025-08-17,Manicure,66,1426.33,1695,Yes,Yes,DaySmart,2025-10-07,8,2,1154.04,2025-10-07,LIVE,2025
DS-203810,Jordan Green,fbrown@example.net,(714) 085-7005,2026-03-09,Massage,42,3028.34,1435,No,Yes,DaySmart,2025-07-05,10,2,1497.78,2025-07-05,LIVE,2025
DS-203811,Christopher Hernandez,dchavez@example.org,(518) 625-3943,2025-05-05,Highlights,33,3303.88,1754,No,No,DaySmart,2024-04-25,10,2,1738.6,2024-04-25,LIVE,2024
DS-203812,Christina Edwards,melindawilliams@example.org,(202) 111-4043,2025-02-28,Highlights,11,2298.97,1280,Yes,No,DaySmart,2025-03-05,6,0,980.88,2025-03-05,LIVE,2025
DS-203813,Lori Vazquez,ellisamy@example.com,(450) 105-9987,2025-02-24,Manicure,54,1976.77,1446,No,Yes,DaySmart,2025-11-05,9,2,1171.55,2025-11-05,LIVE,2025
DS-203814,Vanessa Keller,frankcallahan@example.org,(055) 103-2672,2026-01-13,Haircut,50,994.08,1512,Yes,Yes,DaySmart,2026-02-04,9,0,1497.85,2026-02-04,LIVE,2026
DS-203815,Albert Mcdaniel,cheryl72@example.com,(472) 818-1553,2025-04-21,Consultation,73,2765.9,1082,No,No,DaySmart,2025-08-23,5,2,964.64,2025-08-23,LIVE,2025
DS-203816,Courtney Johnson,marqueznicholas@example.net,(344) 190-6831,2026-02-18,Color Treatment,37,3400.66,1670,No,No,DaySmart,2024-03-14,3,0,640.17,2024-03-14,LIVE,2024
DS-203817,Benjamin Sellers,reneehughes@example.org,(766) 475-3709,2025-08-09,Haircut,12,1682.0,693,No,No,DaySmart,2025-07-05,10,0,1850.35,2025-07-05,LIVE,2025
DS-203818,Mckenzie Villarreal,joshuaanthony@example.com,(963) 972-6013,2024-11-28,Highlights,67,2710.91,1876,No,No,DaySmart,2025-07-09,7,1,1002.91,2025-07-09,LIVE,2025
DS-203819,Christopher Rios,davidharper@example.com,(080) 572-3758,2024-07-28,Manicure,73,4200.5,810,No,Yes,DaySmart,2025-05-10,10,4,1796.37,2025-05-10,LIVE,2025
DS-203820,Karen Smith,wandatanner@example.org,(097) 186-0394,2024-09-08,Facial,23,3977.54,605,No,No,DaySmart,2025-04-21,6,0,723.81,2025-04-21,LIVE,2025
DS-203821,Katie Patterson,jordanjonathan@example.com,(150) 759-9442,2024-10-31,Consultation,5,4277.0,1938,No,Yes,DaySmart,2022-03-20,4,0,861.81,2022-03-20,LIVE,2022
DS-203822,Edward Cross,christinafitzgerald@example.org,(083) 930-3430,2026-04-10,Color Treatment,51,1690.92,1577,Yes,Yes,DaySmart,2016-05-14,1,0,286.18,2016-05-14,ARCHIVE,2016
DS-203823,Ashlee Williams,upowell@example.org,(837) 293-2373,2024-11-23,Highlights,64,785.54,109,Yes,No,DaySmart,2015-07-05,3,0,439.47,2015-07-05,ARCHIVE,2015
DS-203824,Brandon Clark,edward19@example.com,(990) 093-7808,2025-05-03,Massage,11,4351.77,1390,No,Yes,DaySmart,2017-11-07,3,1,517.18,2017-11-07,ARCHIVE,2017
DS-203825,Deborah Rogers,justinsimmons@example.com,(710) 585-1411,2026-02-13,Blowout,59,2311.38,1042,Yes,No,DaySmart,2025-10-04,2,0,263.85,2025-10-04,LIVE,2025
DS-203826,Reginald Holland,danielwilliams@example.net,(347) 872-3895,2026-03-31,Massage,52,1505.95,135,Yes,No,DaySmart,2026-01-18,5,0,599.83,2026-01-18,LIVE,2026
DS-203827,Shari Johnson,jessejohnson@example.net,(043) 889-1945,2025-02-15,Blowout,25,1918.39,1248,No,Yes,DaySmart,2025-05-30,9,1,1606.44,2025-05-30,LIVE,2025
DS-203828,Troy Harris,carterdennis@example.org,(396) 950-4400,2025-02-02,Consultation,17,3451.47,660,Yes,No,DaySmart,2026-03-09,7,1,1466.06,2026-03-09,LIVE,2026
