master_id,zoho_id,daysmart_id,first_name,last_name,email,phone,last_known_appointment,archive_last_appt,archive_appt_count,archive_total_spent,archive_last_service,daysmart_status,zoho_lead_status,zerobounce_status,rule_applied,reason_archived,email_opens,email_clicks,source_system,record_type,archived_date
DS-206660,,DS-206660,Kathy,Rhodes,hernandezbrian@example.com,(307) 228-0569,2011-11-19,2014-10-18,5,672.14,Manicure,ARCHIVE,,valid,Unsubscribe Rule,Pre-2019 last appointment,0,0,DaySmart,DaySmart Only,2026-04-14
DS-206662,,DS-206662,Joseph,Schmidt,gregorygonzalez@example.com,(533) 431-3216,2017-09-13,2013-09-26,1,97.33,Blowout,ARCHIVE,,valid,Pass,Pre-2019 last appointment,0,0,DaySmart,DaySmart Only,2026-04-14
DS-206663,,DS-206663,Ethan,Farrell,fowlermichelle@example.org,(714) 164-7516,2011-08-04,2017-11-13,3,709.49,Keratin Treatment,ARCHIVE,,valid,Unsubscribe Rule,Pre-2019 last appointment,0,0,DaySmart,DaySmart Only,2026-04-14
DS-206664,,DS-206664,Lori,Snyder,davidtorres@example.net,(598) 453-8120,2011-01-27,2013-09-06,1,165.11,Massage,ARCHIVE,,unknown,Unsubscribe Rule,Pre-2019 last appointment,0,0,DaySmart,DaySmart Only,2026-04-14
DS-206669,,DS-206669,Richard,Hobbs,oprice@example.org,(447) 363-9180,2014-05-15,2016-02-16,2,201.43,Haircut,ARCHIVE,,valid,Unsubscribe Rule,Pre-2019 last appointment,0,0,DaySmart,DaySmart Only,2026-04-14
DS-206680,,DS-206680,Taylor,Patton,crystalmcdonald@example.com,(854) 895-2862,2016-10-14,2010-09-21,1,250.08,Consultation,ARCHIVE,,valid,Pass,Pre-2019 last appointment,0,0,DaySmart,DaySmart Only,2026-04-14
DS-206684,,DS-206684,Jessica,Leblanc,scottdebra@example.org,(706) 132-2040,2013-10-31,2017-09-26,3,609.85,Highlights,ARCHIVE,,valid,Pass,Pre-2019 last appointment,0,0,DaySmart,DaySmart Only,2026-04-14
DS-206687,,DS-206687,Melissa,Roberts,eileenharvey@example.net,(814) 663-3663,2016-01-25,2016-01-09,2,339.28,Manicure,ARCHIVE,,valid,Unsubscribe Rule,Pre-2019 last appointment,0,0,DaySmart,DaySmart Only,2026-04-14
DS-206688,,DS-206688,Mrs.,Lisa George,jenniferdudley@example.com,(416) 491-8598,2014-03-14,2012-01-29,2,102.92,Color Treatment,ARCHIVE,,valid,Unsubscribe Rule,Pre-2019 last appointment,0,0,DaySmart,DaySmart Only,2026-04-14
DS-206689,,DS-206689,Kristine,Moreno,hintonrichard@example.com,(908) 315-3307,2016-11-10,2018-08-17,1,213.49,Color Treatment,ARCHIVE,,valid,Pass,Pre-2019 last appointment,0,0,DaySmart,DaySmart Only,2026-04-14
DS-206698,,DS-206698,Michael,Gonzalez,jamessheppard@example.net,(724) 721-4506,2017-03-13,2016-03-20,1,65.25,Manicure,ARCHIVE,,valid,Unsubscribe Rule,Pre-2019 last appointment,0,0,DaySmart,DaySmart Only,2026-04-14
DS-206699,,DS-206699,Justin,Mcclain,samanthadunn@example.net,(088) 283-1036,2013-05-20,2015-12-23,3,542.47,Massage,ARCHIVE,,valid,Pass,Pre-2019 last appointment,0,0,DaySmart,DaySmart Only,2026-04-14
DS-206702,,DS-206702,Marcus,Hernandez,lindsaycollins@example.org,(385) 509-4993,2011-07-28,2011-07-22,1,124.7,Manicure,ARCHIVE,,valid,Unsubscribe Rule,Pre-2019 last appointment,0,0,DaySmart,DaySmart Only,2026-04-14
DS-206703,,DS-206703,Daniel,Reilly,duranwanda@example.com,(030) 426-0735,2016-09-12,2018-06-04,5,783.9,Consultation,ARCHIVE,,valid,Unsubscribe Rule,Pre-2019 last appointment,0,0,DaySmart,DaySmart Only,2026-04-14
DS-206704,,DS-206704,Daniel,Marsh,joseph25@example.net,(092) 743-1063,2014-02-07,,0,0.0,,ARCHIVE,,valid,Pass,Pre-2019 last appointment,0,0,DaySmart,DaySmart Only,2026-04-14
DS-206707,,DS-206707,Robert,George,michaeljames@example.net,(986) 774-8875,2014-07-24,2017-04-02,2,527.11,Facial,ARCHIVE,,valid,Pass,Pre-2019 last appointment,0,0,DaySmart,DaySmart Only,2026-04-14
DS-206712,,DS-206712,Aaron,Dominguez,alexajordan@example.net,(181) 493-6312,2013-07-01,2017-06-05,1,153.56,Facial,ARCHIVE,,unknown,Unsubscribe Rule,Pre-2019 last appointment,0,0,DaySmart,DaySmart Only,2026-04-14
DS-206715,,DS-206715,Kevin,Gutierrez,samanthahardy@example.org,(636) 504-5261,2012-06-24,2014-05-30,3,374.58,Massage,ARCHIVE,,valid,Unsubscribe Rule,Pre-2019 last appointment,0,0,DaySmart,DaySmart Only,2026-04-14
DS-206717,,DS-206717,Stephanie,Dennis,brian72@example.com,(072) 116-2287,2012-11-21,2016-10-08,2,345.11,Pedicure,ARCHIVE,,catch-all,Pass,Pre-2019 last appointment,0,0,DaySmart,DaySmart Only,2026-04-14
DS-206719,,DS-206719,Ethan,King,morenoamanda@example.com,(753) 469-7741,2010-01-19,,0,0.0,,ARCHIVE,,do_not_mail,Do Not Mail,Pre-2019 last appointment,0,0,DaySmart,DaySmart Only,2026-04-14
DS-206720,,DS-206720,Jacqueline,Gonzalez,vcantrell@example.com,(042) 379-6995,2010-07-16,2017-11-05,4,573.53,Haircut,ARCHIVE,,valid,Pass,Pre-2019 last appointment,0,0,DaySmart,DaySmart Only,2026-04-14
DS-206721,,DS-206721,Susan,George,davisjennifer@example.com,(502) 521-0224,2016-03-01,2015-01-22,1,197.11,Facial,ARCHIVE,,catch-all,Unsubscribe Rule,Pre-2019 last appointment,0,0,DaySmart,DaySmart Only,2026-04-14
DS-206724,,DS-206724,Michael,Dean,kathleenortiz@example.org,(237) 635-2936,2018-06-23,2017-11-15,1,118.55,Haircut,ARCHIVE,,valid,Pass,Pre-2019 last appointment,0,0,DaySmart,DaySmart Only,2026-04-14
DS-206729,,DS-206729,Mr.,Michael Chandler,colemanchristopher@example.org,(171) 118-5514,2015-11-19,2018-09-17,4,678.0,Manicure,ARCHIVE,,valid,Unsubscribe Rule,Pre-2019 last appointment,0,0,DaySmart,DaySmart Only,2026-04-14
DS-206735,,DS-206735,Molly,Perry,kristenjackson@example.org,(361) 199-8004,2013-07-06,2011-07-07,1,68.52,Highlights,ARCHIVE,,valid,Pass,Pre-2019 last appointment,0,0,DaySmart,DaySmart Only,2026-04-14
DS-206736,,DS-206736,Lisa,Brown,efrench@example.net,(860) 399-8337,2014-09-28,2011-03-01,1,294.37,Color Treatment,ARCHIVE,,valid,Unsubscribe Rule,Pre-2019 last appointment,0,0,DaySmart,DaySmart Only,2026-04-14
DS-206739,,DS-206739,Joseph,Butler,martindavid@example.com,(551) 162-8009,2017-08-14,2016-11-20,2,357.78,Pedicure,ARCHIVE,,valid,Pass,Pre-2019 last appointment,0,0,DaySmart,DaySmart Only,2026-04-14
DS-206741,,DS-206741,Zachary,Reid,austin76@example.org,(176) 517-4789,2011-09-25,2016-05-17,2,270.27,Consultation,ARCHIVE,,unknown,Pass,Pre-2019 last appointment,0,0,DaySmart,DaySmart Only,2026-04-14
DS-206742,,DS-206742,Tammy,Woods,frank25@example.org,(891) 351-3300,2015-11-03,,0,0.0,,ARCHIVE,,valid,Pass,Pre-2019 last appointment,0,0,DaySmart,DaySmart Only,2026-04-14
DS-206743,,DS-206743,Derek,Knapp,wsanchez@example.org,(468) 803-6992,2016-03-13,2018-07-24,1,25.3,Haircut,ARCHIVE,,catch-all,Unsubscribe Rule,Pre-2019 last appointment,0,0,DaySmart,DaySmart Only,2026-04-14
DS-206751,,DS-206751,Brooke,Carr,vmorris@example.net,(913) 153-9792,2018-07-17,2016-05-18,1,228.41,Color Treatment,ARCHIVE,,valid,Unsubscribe Rule,Pre-2019 last appointment,0,0,DaySmart,DaySmart Only,2026-04-14
DS-206752,,DS-206752,Christina,Hall,jgreen@example.net,(561) 481-6371,2015-02-12,,0,0.0,,ARCHIVE,,valid,Pass,Pre-2019 last appointment,0,0,DaySmart,DaySmart Only,2026-04-14
DS-206753,,DS-206753,Deanna,Rice,cfrost@example.org,(048) 765-7053,2013-07-15,2014-11-20,1,84.2,Pedicure,ARCHIVE,,valid,Pass,Pre-2019 last appointment,0,0,DaySmart,DaySmart Only,2026-04-14
DS-206758,,DS-206758,Ryan,Barron,quinnchristine@example.com,(750) 969-1685,2017-07-25,2016-02-09,2,258.43,Consultation,ARCHIVE,,valid,Unsubscribe Rule,Pre-2019 last appointment,0,0,DaySmart,DaySmart Only,2026-04-14
DS-206760,,DS-206760,Corey,Campos,ofloyd@example.com,(284) 670-8029,2010-08-01,2017-12-01,2,339.59,Blowout,ARCHIVE,,valid,Unsubscribe Rule,Pre-2019 last appointment,0,0,DaySmart,DaySmart Only,2026-04-14
DS-206765,,DS-206765,Adrian,Moore,adrian47@example.net,(299) 672-3741,2010-02-26,2017-12-26,2,203.93,Color Treatment,ARCHIVE,,valid,Unsubscribe Rule,Pre-2019 last appointment,0,0,DaySmart,DaySmart Only,2026-04-14
DS-206769,,DS-206769,James,Walton,sherrimarshall@example.com,(472) 932-6608,2013-01-27,2013-12-29,3,425.44,Manicure,ARCHIVE,,valid,Pass,Pre-2019 last appointment,0,0,DaySmart,DaySmart Only,2026-04-14
DS-206774,,DS-206774,Cassandra,Mcclure,kgeorge@example.org,(700) 874-1726,2013-09-11,2014-09-01,2,502.15,Pedicure,ARCHIVE,,valid,Pass,Pre-2019 last appointment,0,0,DaySmart,DaySmart Only,2026-04-14
DS-206780,,DS-206780,James,Cox,john71@example.org,(874) 244-3558,2018-07-17,2014-02-12,2,177.21,Color Treatment,ARCHIVE,,valid,Unsubscribe Rule,Pre-2019 last appointment,0,0,DaySmart,DaySmart Only,2026-04-14
DS-206781,,DS-206781,Erica,Lin,lindavillarreal@example.org,(085) 393-1661,2012-05-25,2010-07-14,2,297.33,Manicure,ARCHIVE,,valid,Unsubscribe Rule,Pre-2019 last appointment,0,0,DaySmart,DaySmart Only,2026-04-14
DS-206782,,DS-206782,Mrs.,Holly Porter MD,sullivanmary@example.net,(013) 915-1110,2011-04-13,2018-02-18,1,199.18,Manicure,ARCHIVE,,valid,Pass,Pre-2019 last appointment,0,0,DaySmart,DaySmart Only,2026-04-14
DS-206785,,DS-206785,Melinda,Lee,harold26@example.net,(056) 109-7429,2012-02-02,,0,0.0,,ARCHIVE,,valid,Unsubscribe Rule,Pre-2019 last appointment,0,0,DaySmart,DaySmart Only,2026-04-14
DS-206796,,DS-206796,Mrs.,Mary Martinez,benjamin31@example.org,(623) 097-6069,2016-10-29,,0,0.0,,ARCHIVE,,valid,Unsubscribe Rule,Pre-2019 last appointment,0,0,DaySmart,DaySmart Only,2026-04-14
DS-206801,,DS-206801,Patricia,Robles,gwright@example.net,(876) 320-5268,2017-04-02,2018-01-15,3,287.67,Pedicure,ARCHIVE,,valid,Pass,Pre-2019 last appointment,0,0,DaySmart,DaySmart Only,2026-04-14
DS-206806,,DS-206806,Amy,Cohen,snydersandra@example.net,(815) 799-7605,2017-02-12,2013-01-18,6,1024.13,Blowout,ARCHIVE,,valid,Unsubscribe Rule,Pre-2019 last appointment,0,0,DaySmart,DaySmart Only,2026-04-14
DS-206808,,DS-206808,Brian,Roth,jasononeill@example.com,(066) 115-4023,2016-11-27,2016-08-20,2,111.76,Massage,ARCHIVE,,valid,Pass,Pre-2019 last appointment,0,0,DaySmart,DaySmart Only,2026-04-14
DS-206814,,DS-206814,Timothy,Garcia,jason42@example.org,(944) 532-4287,2018-10-07,2015-06-27,2,95.6,Blowout,ARCHIVE,,valid,Pass,Pre-2019 last appointment,0,0,DaySmart,DaySmart Only,2026-04-14
DS-206818,,DS-206818,Jennifer,Jones,dawnreed@example.org,(410) 898-1621,2015-03-29,2013-01-13,1,293.57,Facial,ARCHIVE,,valid,Unsubscribe Rule,Pre-2019 last appointment,0,0,DaySmart,DaySmart Only,2026-04-14
DS-206820,,DS-206820,Bryan,Hubbard,heathersmith@example.net,(573) 864-3149,2015-06-28,2018-04-23,3,430.75,Highlights,ARCHIVE,,valid,Pass,Pre-2019 last appointment,0,0,DaySmart,DaySmart Only,2026-04-14
DS-206821,,DS-206821,Kathryn,Ware,daniellopez@example.net,(863) 927-8152,2015-01-07,2016-10-25,1,24.01,Keratin Treatment,ARCHIVE,,valid,Pass,Pre-2019 last appointment,0,0,DaySmart,DaySmart Only,2026-04-14
DS-206822,,DS-206822,Yesenia,Alvarez,yfarmer@example.net,(159) 939-0520,2017-07-20,2014-07-24,2,266.96,Pedicure,ARCHIVE,,valid,Unsubscribe Rule,Pre-2019 last appointment,0,0,DaySmart,DaySmart Only,2026-04-14
DS-206833,,DS-206833,Sean,Chan,juliewatson@example.org,(325) 173-1365,2013-01-09,2016-06-18,3,603.21,Haircut,ARCHIVE,,valid,Unsubscribe Rule,Pre-2019 last appointment,0,0,DaySmart,DaySmart Only,2026-04-14
DS-206834,,DS-206834,Gina,Williams,annettedonaldson@example.com,(191) 512-1000,2011-04-26,2014-05-02,2,566.67,Blowout,ARCHIVE,,valid,Pass,Pre-2019 last appointment,0,0,DaySmart,DaySmart Only,2026-04-14
DS-206835,,DS-206835,Dr.,Walter Roman DDS,omiles@example.org,(669) 984-6054,2014-04-15,,0,0.0,,ARCHIVE,,valid,Unsubscribe Rule,Pre-2019 last appointment,0,0,DaySmart,DaySmart Only,2026-04-14
DS-206839,,DS-206839,Theresa,Evans,vfritz@example.net,(365) 456-4975,2017-05-03,2017-08-29,3,240.56,Manicure,ARCHIVE,,catch-all,Pass,Pre-2019 last appointment,0,0,DaySmart,DaySmart Only,2026-04-14
DS-206841,,DS-206841,Michael,Mclean,jaclynstewart@example.org,(348) 661-4473,2016-04-25,2016-11-06,3,529.48,Keratin Treatment,ARCHIVE,,valid,Pass,Pre-2019 last appointment,0,0,DaySmart,DaySmart Only,2026-04-14
DS-206843,,DS-206843,Kathryn,Wilkins,waynejones@example.net,(682) 283-1242,2014-07-06,2016-01-26,3,368.89,Facial,ARCHIVE,,catch-all,Unsubscribe Rule,Pre-2019 last appointment,0,0,DaySmart,DaySmart Only,2026-04-14
DS-206846,,DS-206846,Erik,Wilson,millerjohn@example.org,(550) 601-6561,2010-10-29,2018-10-23,3,517.71,Blowout,ARCHIVE,,valid,Pass,Pre-2019 last appointment,0,0,DaySmart,DaySmart Only,2026-04-14
DS-206847,,DS-206847,Phyllis,Garcia,kyle88@example.net,(839) 932-4569,2011-01-13,2012-06-12,1,172.94,Blowout,ARCHIVE,,valid,Pass,Pre-2019 last appointment,0,0,DaySmart,DaySmart Only,2026-04-14
DS-206848,,DS-206848,Kevin,Conrad,heidi57@example.org,(566) 168-9566,2015-04-26,2014-03-27,1,264.63,Massage,ARCHIVE,,valid,Pass,Pre-2019 last appointment,0,0,DaySmart,DaySmart Only,2026-04-14
DS-206850,,DS-206850,Andrea,Costa,pbuckley@example.org,(497) 450-4526,2016-09-13,2017-04-16,4,546.59,Haircut,ARCHIVE,,unknown,Unsubscribe Rule,Pre-2019 last appointment,0,0,DaySmart,DaySmart Only,2026-04-14
DS-206853,,DS-206853,Emily,Ortiz,brandy47@example.org,(300) 986-7686,2011-06-16,2017-06-20,3,301.61,Manicure,ARCHIVE,,catch-all,Unsubscribe Rule,Pre-2019 last appointment,0,0,DaySmart,DaySmart Only,2026-04-14
DS-206856,,DS-206856,John,Stevens,jasonknight@example.org,(325) 128-5459,2011-05-25,,0,0.0,,ARCHIVE,,valid,Pass,Pre-2019 last appointment,0,0,DaySmart,DaySmart Only,2026-04-14
DS-206857,,DS-206857,Stacy,Clayton,othompson@example.org,(723) 199-5949,2012-09-15,2017-07-18,2,110.0,Consultation,ARCHIVE,,unknown,Pass,Pre-2019 last appointment,0,0,DaySmart,DaySmart Only,2026-04-14
DS-206862,,DS-206862,David,Rojas,crawfordcaleb@example.net,(525) 208-7593,2013-09-26,2015-08-03,1,169.09,Keratin Treatment,ARCHIVE,,catch-all,Pass,Pre-2019 last appointment,0,0,DaySmart,DaySmart Only,2026-04-14
DS-206866,,DS-206866,Jerry,Powell DDS,brenda97@example.org,(651) 631-1555,2016-07-28,,0,0.0,,ARCHIVE,,valid,Unsubscribe Rule,Pre-2019 last appointment,0,0,DaySmart,DaySmart Only,2026-04-14
DS-206869,,DS-206869,Melinda,Smith,kimberly98@example.org,(420) 465-1180,2013-08-07,2015-12-26,2,414.69,Haircut,ARCHIVE,,catch-all,Unsubscribe Rule,Pre-2019 last appointment,0,0,DaySmart,DaySmart Only,2026-04-14
DS-206873,,DS-206873,Jamie,Smith,harrisdavid@example.org,(734) 132-7852,2016-06-06,2017-07-20,7,1260.76,Massage,ARCHIVE,,valid,Unsubscribe Rule,Pre-2019 last appointment,0,0,DaySmart,DaySmart Only,2026-04-14
DS-206876,,DS-206876,Brent,Velazquez,edwardsimmons@example.com,(106) 567-4845,2011-07-10,2018-02-25,4,510.51,Facial,ARCHIVE,,unknown,Pass,Pre-2019 last appointment,0,0,DaySmart,DaySmart Only,2026-04-14
DS-206883,,DS-206883,Eric,Weaver,christopher63@example.net,(040) 707-9369,2018-11-20,2017-03-27,2,394.28,Facial,ARCHIVE,,valid,Unsubscribe Rule,Pre-2019 last appointment,0,0,DaySmart,DaySmart Only,2026-04-14
DS-206885,,DS-206885,Christine,Bryan MD,sarah18@example.org,(526) 780-0206,2015-02-15,2018-06-27,3,690.24,Manicure,ARCHIVE,,valid,Pass,Pre-2019 last appointment,0,0,DaySmart,DaySmart Only,2026-04-14
DS-206886,,DS-206886,Michael,Joyce,pereztami@example.com,(494) 008-2151,2015-01-29,2011-06-21,1,84.89,Blowout,ARCHIVE,,valid,Pass,Pre-2019 last appointment,0,0,DaySmart,DaySmart Only,2026-04-14
DS-206887,,DS-206887,Jackie,Bailey DVM,monica55@example.net,(058) 292-4176,2018-09-21,2018-12-31,3,337.55,Blowout,ARCHIVE,,valid,Unsubscribe Rule,Pre-2019 last appointment,0,0,DaySmart,DaySmart Only,2026-04-14
DS-206890,,DS-206890,Victor,Johnson,susanmarks@example.net,(372) 056-4759,2010-04-01,2017-02-17,5,931.44,Haircut,ARCHIVE,,valid,Pass,Pre-2019 last appointment,0,0,DaySmart,DaySmart Only,2026-04-14
DS-206891,,DS-206891,Sylvia,Smith,ybarnes@example.net,(012) 355-9260,2014-11-28,2015-05-29,3,542.77,Blowout,ARCHIVE,,valid,Unsubscribe Rule,Pre-2019 last appointment,0,0,DaySmart,DaySmart Only,2026-04-14
DS-206892,,DS-206892,Richard,Gonzales,edwardstimothy@example.org,(827) 210-4920,2010-02-16,2015-07-12,1,166.78,Facial,ARCHIVE,,valid,Pass,Pre-2019 last appointment,0,0,DaySmart,DaySmart Only,2026-04-14
DS-206894,,DS-206894,Rebecca,Williams,qbullock@example.com,(882) 059-0783,2012-06-24,2017-10-12,2,254.79,Highlights,ARCHIVE,,valid,Unsubscribe Rule,Pre-2019 last appointment,0,0,DaySmart,DaySmart Only,2026-04-14
DS-206900,,DS-206900,Sierra,Wilcox,lawrencekeith@example.net,(171) 496-1854,2013-12-14,,0,0.0,,ARCHIVE,,do_not_mail,Unsubscribe Rule,Pre-2019 last appointment,0,0,DaySmart,DaySmart Only,2026-04-14
DS-206901,,DS-206901,Sarah,Hamilton,millerjeanne@example.net,(323) 754-4840,2015-07-20,,0,0.0,,ARCHIVE,,catch-all,Pass,Pre-2019 last appointment,0,0,DaySmart,DaySmart Only,2026-04-14
DS-206904,,DS-206904,Desiree,Clark,anita68@example.net,(294) 361-0637,2011-09-06,2018-07-18,1,37.9,Keratin Treatment,ARCHIVE,,valid,Pass,Pre-2019 last appointment,0,0,DaySmart,DaySmart Only,2026-04-14
DS-206909,,DS-206909,Brett,Robles,bensonmaria@example.net,(071) 595-4128,2013-06-01,2017-12-30,4,858.26,Blowout,ARCHIVE,,valid,Unsubscribe Rule,Pre-2019 last appointment,0,0,DaySmart,DaySmart Only,2026-04-14
DS-206926,,DS-206926,Kathryn,Sawyer,ghahn@example.net,(380) 808-2383,2015-04-03,2017-09-20,2,368.85,Blowout,ARCHIVE,,valid,Pass,Pre-2019 last appointment,0,0,DaySmart,DaySmart Only,2026-04-14
DS-206928,,DS-206928,Joseph,Cox,rlamb@example.com,(538) 199-4576,2015-06-28,2018-04-23,3,477.43,Pedicure,ARCHIVE,,catch-all,Unsubscribe Rule,Pre-2019 last appointment,0,0,DaySmart,DaySmart Only,2026-04-14
DS-206930,,DS-206930,Kimberly,Wallace,connierodriguez@example.com,(461) 407-8672,2018-11-04,2018-04-08,2,368.69,Blowout,ARCHIVE,,valid,Unsubscribe Rule,Pre-2019 last appointment,0,0,DaySmart,DaySmart Only,2026-04-14
DS-206932,,DS-206932,Leah,Mckee,smithderrick@example.com,(438) 655-0750,2010-12-10,2016-07-18,1,191.66,Massage,ARCHIVE,,do_not_mail,Unsubscribe Rule,Pre-2019 last appointment,0,0,DaySmart,DaySmart Only,2026-04-14
DS-206944,,DS-206944,Lucas,Moran,carrielee@example.net,(530) 321-0698,2018-12-27,2018-09-27,6,746.57,Blowout,ARCHIVE,,valid,Unsubscribe Rule,Pre-2019 last appointment,0,0,DaySmart,DaySmart Only,2026-04-14
DS-206954,,DS-206954,Jonathan,Vega,kalvarado@example.net,(371) 512-5105,2012-01-19,2012-05-02,2,207.99,Highlights,ARCHIVE,,valid,Pass,Pre-2019 last appointment,0,0,DaySmart,DaySmart Only,2026-04-14
DS-206956,,DS-206956,Casey,Adams Jr.,anthony83@example.com,(698) 172-0771,2014-07-09,2017-04-23,2,139.61,Pedicure,ARCHIVE,,valid,Unsubscribe Rule,Pre-2019 last appointment,0,0,DaySmart,DaySmart Only,2026-04-14
DS-206969,,DS-206969,Andrea,Mendoza,kbarrera@example.net,(417) 422-8302,2010-07-26,,0,0.0,,ARCHIVE,,do_not_mail,Do Not Mail,Pre-2019 last appointment,0,0,DaySmart,DaySmart Only,2026-04-14
DS-206971,,DS-206971,Marilyn,Fisher,barrybowman@example.net,(349) 750-0711,2012-10-30,2012-09-04,1,242.84,Massage,ARCHIVE,,unknown,Unsubscribe Rule,Pre-2019 last appointment,0,0,DaySmart,DaySmart Only,2026-04-14
DS-206973,,DS-206973,Mr.,Christopher Rosales,pwright@example.net,(123) 894-8915,2016-11-04,2018-07-18,1,296.77,Pedicure,ARCHIVE,,valid,Unsubscribe Rule,Pre-2019 last appointment,0,0,DaySmart,DaySmart Only,2026-04-14
DS-206976,,DS-206976,Christian,Thompson,tricialopez@example.com,(607) 634-5955,2014-08-26,2018-09-25,2,494.23,Blowout,ARCHIVE,,valid,Unsubscribe Rule,Pre-2019 last appointment,0,0,DaySmart,DaySmart Only,2026-04-14
DS-206978,,DS-206978,Steve,Flores,martin83@example.net,(978) 290-8649,2016-08-31,2016-08-11,2,383.86,Blowout,ARCHIVE,,valid,Unsubscribe Rule,Pre-2019 last appointment,0,0,DaySmart,DaySmart Only,2026-04-14
DS-206981,,DS-206981,Nicole,Goodman,virginiagarcia@example.org,(865) 445-3042,2012-08-07,2017-12-26,3,446.36,Facial,ARCHIVE,,valid,Unsubscribe Rule,Pre-2019 last appointment,0,0,DaySmart,DaySmart Only,2026-04-14
DS-206985,,DS-206985,Pamela,Martinez,mwhite@example.org,(067) 215-6628,2011-09-02,2013-04-01,1,246.24,Keratin Treatment,ARCHIVE,,valid,Pass,Pre-2019 last appointment,0,0,DaySmart,DaySmart Only,2026-04-14
DS-206988,,DS-206988,Julia,Matthews,richardgreen@example.net,(590) 236-7948,2016-02-22,2015-08-28,3,450.49,Haircut,ARCHIVE,,valid,Pass,Pre-2019 last appointment,0,0,DaySmart,DaySmart Only,2026-04-14
DS-206990,,DS-206990,Andrew,Chan,andrearobinson@example.net,(251) 841-4064,2016-08-18,2013-09-04,2,265.5,Highlights,ARCHIVE,,valid,Pass,Pre-2019 last appointment,0,0,DaySmart,DaySmart Only,2026-04-14
DS-206992,,DS-206992,Michael,Scott,carlhatfield@example.org,(295) 314-9645,2011-08-08,2014-08-18,1,30.09,Facial,ARCHIVE,,valid,Pass,Pre-2019 last appointment,0,0,DaySmart,DaySmart Only,2026-04-14
DS-206994,,DS-206994,Randy,Mayo,johnmadden@example.net,(593) 141-3962,2014-08-16,,0,0.0,,ARCHIVE,,valid,Pass,Pre-2019 last appointment,0,0,DaySmart,DaySmart Only,2026-04-14
DS-206998,,DS-206998,Dana,Love,bcox@example.com,(375) 870-8451,2011-09-30,2016-09-13,2,507.72,Pedicure,ARCHIVE,,valid,Unsubscribe Rule,Pre-2019 last appointment,0,0,DaySmart,DaySmart Only,2026-04-14
DS-207005,,DS-207005,Tammy,Gonzalez,jennifermoore@example.org,(178) 569-9892,2013-03-29,2018-08-23,3,408.98,Haircut,ARCHIVE,,catch-all,Pass,Pre-2019 last appointment,0,0,DaySmart,DaySmart Only,2026-04-14
DS-207015,,DS-207015,Joyce,Colon,catherineedwards@example.com,(708) 005-1464,2014-12-17,,0,0.0,,ARCHIVE,,valid,Pass,Pre-2019 last appointment,0,0,DaySmart,DaySmart Only,2026-04-14
DS-207017,,DS-207017,Tiffany,Johnston,grahamashley@example.org,(575) 760-2428,2018-05-02,2018-12-30,1,48.96,Haircut,ARCHIVE,,valid,Unsubscribe Rule,Pre-2019 last appointment,0,0,DaySmart,DaySmart Only,2026-04-14
DS-207020,,DS-207020,George,Andrews,annemendoza@example.org,(539) 815-1689,2012-01-18,2017-06-02,1,206.2,Pedicure,ARCHIVE,,catch-all,Unsubscribe Rule,Pre-2019 last appointment,0,0,DaySmart,DaySmart Only,2026-04-14
DS-207024,,DS-207024,Alexis,Bean,bridget27@example.com,(580) 918-1915,2015-11-24,2017-01-15,2,408.32,Blowout,ARCHIVE,,valid,Unsubscribe Rule,Pre-2019 last appointment,0,0,DaySmart,DaySmart Only,2026-04-14
DS-207026,,DS-207026,Donald,Price,petersonlaura@example.com,(822) 925-0055,2010-02-11,2018-09-02,1,246.13,Facial,ARCHIVE,,valid,Unsubscribe Rule,Pre-2019 last appointment,0,0,DaySmart,DaySmart Only,2026-04-14
DS-207029,,DS-207029,Eric,Frye,jill06@example.net,(048) 051-0663,2013-08-02,2013-08-15,1,172.73,Blowout,ARCHIVE,,valid,Pass,Pre-2019 last appointment,0,0,DaySmart,DaySmart Only,2026-04-14
DS-207034,,DS-207034,Kelly,Richard,phughes@example.net,(688) 419-7364,2011-06-30,2018-05-24,5,292.75,Highlights,ARCHIVE,,valid,Unsubscribe Rule,Pre-2019 last appointment,0,0,DaySmart,DaySmart Only,2026-04-14
DS-207039,,DS-207039,Joshua,Barnes,johnsonfrederick@example.org,(127) 118-3885,2010-11-22,2018-12-17,1,225.85,Facial,ARCHIVE,,valid,Pass,Pre-2019 last appointment,0,0,DaySmart,DaySmart Only,2026-04-14
DS-207045,,DS-207045,Jay,Mcbride,huntercarrie@example.net,(419) 557-3697,2012-06-28,,0,0.0,,ARCHIVE,,valid,Pass,Pre-2019 last appointment,0,0,DaySmart,DaySmart Only,2026-04-14
DS-207048,,DS-207048,Joseph,Archer,lynn39@example.net,(991) 434-8095,2010-04-01,2012-08-11,1,23.6,Keratin Treatment,ARCHIVE,,valid,Pass,Pre-2019 last appointment,0,0,DaySmart,DaySmart Only,2026-04-14
DS-207049,,DS-207049,Michael,Holder,williamklein@example.org,(055) 408-7674,2012-07-05,,0,0.0,,ARCHIVE,,valid,Unsubscribe Rule,Pre-2019 last appointment,0,0,DaySmart,DaySmart Only,2026-04-14
DS-207050,,DS-207050,Tyler,Williams,justinbarrera@example.com,(225) 926-3497,2014-05-18,2010-06-20,1,62.4,Color Treatment,ARCHIVE,,catch-all,Pass,Pre-2019 last appointment,0,0,DaySmart,DaySmart Only,2026-04-14
